1
 14:01:55 up 1 day, 15:42,  2 users,  load average: 0.00, 0.00, 0.00
Testing stage.normandy.nonprod.cloudops.mozgcp.net
3
 14:06:56 up 1 day, 15:47,  3 users,  load average: 0.14, 0.12, 0.05
Testing stage.normandy.nonprod.cloudops.mozgcp.net
5
 14:11:59 up 1 day, 15:52,  3 users,  load average: 0.46, 0.33, 0.15
Testing stage.normandy.nonprod.cloudops.mozgcp.net
7
 14:17:01 up 1 day, 15:57,  3 users,  load average: 0.49, 0.45, 0.26
Testing stage.normandy.nonprod.cloudops.mozgcp.net
9
 14:22:04 up 1 day, 16:02,  3 users,  load average: 1.16, 0.94, 0.54
Testing stage.normandy.nonprod.cloudops.mozgcp.net
11
 14:27:08 up 1 day, 16:07,  3 users,  load average: 1.89, 1.35, 0.82
Testing stage.normandy.nonprod.cloudops.mozgcp.net
13
 14:32:10 up 1 day, 16:12,  3 users,  load average: 2.24, 1.91, 1.22
Testing stage.normandy.nonprod.cloudops.mozgcp.net
15
 14:37:12 up 1 day, 16:17,  3 users,  load average: 3.09, 2.59, 1.70
**** Molotov v1.6. Happy breaking! ****
Testing stage.normandy.nonprod.cloudops.mozgcp.net
Forking 8 processes
[25469] Preparing 15 workers...
[25469] OK
[25470] Preparing 15 workers...
[25470] OK
[25471] Preparing 15 workers...
[25471] OK
[25473] Preparing 15 workers...
[25473] OK
[25475] Preparing 15 workers...
[25475] OK
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 5
[25479] Preparing 15 workers...
[25477] Preparing 15 workers...
[25481] Preparing 15 workers...
[25481] OK
[25479] OK
[25477] OK
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 157 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 997 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 1808 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 2586 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 3375 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 4146 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 4953 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 5841 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 6709 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 7556 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 8330 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 9126 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 9886 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 10696 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 11521 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 12333 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 13213 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 14093 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 14932 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 15734 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 16545 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 17345 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 18193 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 18963 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 19698 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 20509 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 21289 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 22064 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 22811 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 23509 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 24257 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 25030 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 25782 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 26549 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 74193 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 74957 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 75739 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 76572 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 77343 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 78019 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 78731 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 79479 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 80207 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 80910 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 81655 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 82380 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 83174 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 83964 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 84770 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 85531 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 86274 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 87066 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 87891 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 88743 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 89544 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 90308 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 91100 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 91921 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 92664 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 93372 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 94131 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 94893 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 95664 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 96414 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 97162 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 97897 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 98666 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 99517 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 100374 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 101189 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 102005 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 102916 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 103724 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 104395 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 105046 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 105751 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 106591 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 107477 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 108325 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 109123 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 109872 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 110637 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 111416 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 112164 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 112883 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 113569 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 114346 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 115162 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 115969 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 116807 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 117591 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 118349 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 119051 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 119821 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 120578 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 121297 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 122016 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 122795 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 123653 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 124459 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 125173 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 125959 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 126682 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 127415 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 128194 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 129029 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 129899 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 130772 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 131600 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 132446 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 133242 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 133960 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 134777 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 135518 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 136305 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 137107 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 137877 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 138613 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 139285 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 140024 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 140843 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 141657 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 142418 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 143170 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 143963 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 144818 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 145672 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 146518 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 147320 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 148104 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 148906 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 149701 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 150539 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 151353 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 152167 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 153000 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 153858 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 154695 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 155452 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 156229 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 156972 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 157692 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 158383 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 159134 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 159926 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 160733 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 161530 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 162305 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 163078 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 163913 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 164708 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 165506 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 166323 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 167059 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 167839 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 168673 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 169461 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 170297 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 171085 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 171872 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 172608 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 173355 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 174087 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 174872 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 175711 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 176540 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 177284 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 178071 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 178901 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 179684 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 180502 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 181279 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 182042 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 182855 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 183669 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 184452 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 185212 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 185942 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 186670 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 187444 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 188241 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 188984 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 189786 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 190597 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 191395 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 192202 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 192988 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 193750 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 194481 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 195137 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 195799 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 196581 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 197318 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 198132 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 198914 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 199663 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 200369 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 201095 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 201840 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 202596 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 203314 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 204065 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 204757 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 205482 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 206248 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 207034 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 207846 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 208559 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 209185 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 209905 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 210655 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 211439 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 212201 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 213060 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 213924 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 214753 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 215585 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 216418 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 217175 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 217958 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 218645 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 219370 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 220063 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 220845 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 221632 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 222429 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 223276 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 224107 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 224955 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 225799 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 226675 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 227555 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 228427 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 229243 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 230053 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 230828 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 231584 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 232325 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 233096 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 233923 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 234691 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 235427 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 236175 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 236902 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 237615 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 238330 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 239066 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 239832 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 240592 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 241417 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 242204 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 242956 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 243747 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 244565 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 245380 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 246156 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 246912 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 247680 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 248444 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 249200 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 249916 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 250646 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 251378 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 252104 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 252912 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 253685 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 254478 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 255233 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 256000 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 256695 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 257371 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 258095 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 258852 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 259585 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 260321 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 261049 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 261819 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 262609 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 263422 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 264267 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 264992 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 265656 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 266398 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 267173 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 267888 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 268635 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 269434 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 270184 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 271009 | FAILURES: 0 | WORKERS: 120
SUCCESSES: 271779 | FAILURES: 0 | WORKERS: 120
